resume_text,experience_years,role,skills,education,selected
"Web Developer with 3 years experience. Skilled in React, JavaScript, PyTorch, SQL, Data Analysis, NumPy. Education: M.Tech.",3,Web Developer,"React, JavaScript, PyTorch, SQL, Data Analysis, NumPy",M.Tech,1
"Data Scientist with 2 years experience. Skilled in Node.js, SQL, Pandas, PyTorch. Education: M.Tech.",2,Data Scientist,"Node.js, SQL, Pandas, PyTorch",M.Tech,0
"Machine Learning Engineer with 0 years experience. Skilled in Deep Learning, Flask, Git, JavaScript, AWS. Education: MCA.",0,Machine Learning Engineer,"Deep Learning, Flask, Git, JavaScript, AWS",MCA,0
"Data Scientist with 7 years experience. Skilled in AWS, Docker, SQL, HTML, Machine Learning, Kubernetes, Deep Learning. Education: MCA.",7,Data Scientist,"AWS, Docker, SQL, HTML, Machine Learning, Kubernetes, Deep Learning",MCA,0
"Web Developer with 5 years experience. Skilled in Git, CSS, Kubernetes, PyTorch, Deep Learning. Education: B.Tech.",5,Web Developer,"Git, CSS, Kubernetes, PyTorch, Deep Learning",B.Tech,0
"Web Developer with 4 years experience. Skilled in Flask, Java, TensorFlow, PyTorch, AWS, Git, Docker. Education: B.Tech.",4,Web Developer,"Flask, Java, TensorFlow, PyTorch, AWS, Git, Docker",B.Tech,0
"Web Developer with 4 years experience. Skilled in React, Python, SQL, NumPy, Flask, Git. Education: BCA.",4,Web Developer,"React, Python, SQL, NumPy, Flask, Git",BCA,1
"Frontend Developer with 1 years experience. Skilled in Machine Learning, Python, Git, TensorFlow, HTML, Django. Education: BCA.",1,Frontend Developer,"Machine Learning, Python, Git, TensorFlow, HTML, Django",BCA,1
"Data Scientist with 6 years experience. Skilled in Pandas, PyTorch, Kubernetes, SQL. Education: M.Tech.",6,Data Scientist,"Pandas, PyTorch, Kubernetes, SQL",M.Tech,0
"DevOps Engineer with 1 years experience. Skilled in Django, CSS, PyTorch, C++, Docker, HTML. Education: B.Sc Computer Science.",1,DevOps Engineer,"Django, CSS, PyTorch, C++, Docker, HTML",B.Sc Computer Science,0
"Frontend Developer with 6 years experience. Skilled in Git, HTML, Docker, Data Analysis, CSS, NumPy. Education: BCA.",6,Frontend Developer,"Git, HTML, Docker, Data Analysis, CSS, NumPy",BCA,0
"Frontend Developer with 2 years experience. Skilled in Django, Machine Learning, React, JavaScript. Education: BCA.",2,Frontend Developer,"Django, Machine Learning, React, JavaScript",BCA,1
"Machine Learning Engineer with 3 years experience. Skilled in JavaScript, Deep Learning, C++, Node.js, Git, Java, SQL. Education: BCA.",3,Machine Learning Engineer,"JavaScript, Deep Learning, C++, Node.js, Git, Java, SQL",BCA,1
"Backend Developer with 7 years experience. Skilled in Django, CSS, HTML, Deep Learning, Python, SQL. Education: B.Tech.",7,Backend Developer,"Django, CSS, HTML, Deep Learning, Python, SQL",B.Tech,1
"Web Developer with 7 years experience. Skilled in SQL, Data Analysis, Docker, CSS, Java, HTML. Education: M.Tech.",7,Web Developer,"SQL, Data Analysis, Docker, CSS, Java, HTML",M.Tech,0
"Backend Developer with 5 years experience. Skilled in Deep Learning, Data Analysis, PyTorch, Docker, Machine Learning, CSS. Education: BCA.",5,Backend Developer,"Deep Learning, Data Analysis, PyTorch, Docker, Machine Learning, CSS",BCA,0
"Backend Developer with 2 years experience. Skilled in JavaScript, Kubernetes, Machine Learning, Pandas, SQL, React, TensorFlow. Education: B.Tech.",2,Backend Developer,"JavaScript, Kubernetes, Machine Learning, Pandas, SQL, React, TensorFlow",B.Tech,1
"Frontend Developer with 3 years experience. Skilled in Docker, Pandas, Django, Git, Node.js. Education: M.Tech.",3,Frontend Developer,"Docker, Pandas, Django, Git, Node.js",M.Tech,0
"DevOps Engineer with 4 years experience. Skilled in React, Django, AWS, C++, PyTorch, CSS, Deep Learning. Education: M.Tech.",4,DevOps Engineer,"React, Django, AWS, C++, PyTorch, CSS, Deep Learning",M.Tech,0
"Frontend Developer with 6 years experience. Skilled in Node.js, SQL, Java, React, Python, Git, CSS. Education: MCA.",6,Frontend Developer,"Node.js, SQL, Java, React, Python, Git, CSS",MCA,1
"Data Scientist with 4 years experience. Skilled in PyTorch, TensorFlow, Data Analysis, SQL, Java. Education: BCA.",4,Data Scientist,"PyTorch, TensorFlow, Data Analysis, SQL, Java",BCA,0
"Data Scientist with 1 years experience. Skilled in Pandas, PyTorch, Django, Python, AWS, Data Analysis, React, CSS. Education: B.Tech.",1,Data Scientist,"Pandas, PyTorch, Django, Python, AWS, Data Analysis, React, CSS",B.Tech,1
"Data Scientist with 1 years experience. Skilled in Django, CSS, Flask, HTML, Python, Kubernetes. Education: M.Tech.",1,Data Scientist,"Django, CSS, Flask, HTML, Python, Kubernetes",M.Tech,1
"Backend Developer with 1 years experience. Skilled in TensorFlow, Kubernetes, Machine Learning, AWS, JavaScript, Flask. Education: M.Tech.",1,Backend Developer,"TensorFlow, Kubernetes, Machine Learning, AWS, JavaScript, Flask",M.Tech,1
"Data Scientist with 1 years experience. Skilled in AWS, Machine Learning, Pandas, Flask, Kubernetes, SQL. Education: M.Tech.",1,Data Scientist,"AWS, Machine Learning, Pandas, Flask, Kubernetes, SQL",M.Tech,0
"Web Developer with 2 years experience. Skilled in JavaScript, PyTorch, HTML, C++, React. Education: MCA.",2,Web Developer,"JavaScript, PyTorch, HTML, C++, React",MCA,1
"Web Developer with 4 years experience. Skilled in TensorFlow, AWS, JavaScript, SQL, Data Analysis, Flask. Education: BCA.",4,Web Developer,"TensorFlow, AWS, JavaScript, SQL, Data Analysis, Flask",BCA,1
"Backend Developer with 3 years experience. Skilled in Docker, AWS, C++, Data Analysis. Education: BCA.",3,Backend Developer,"Docker, AWS, C++, Data Analysis",BCA,0
"Backend Developer with 1 years experience. Skilled in TensorFlow, Machine Learning, Git, PyTorch, HTML, JavaScript, Docker, Java. Education: B.Sc Computer Science.",1,Backend Developer,"TensorFlow, Machine Learning, Git, PyTorch, HTML, JavaScript, Docker, Java",B.Sc Computer Science,1
"Backend Developer with 5 years experience. Skilled in Data Analysis, React, HTML, TensorFlow, C++, Git. Education: B.Tech.",5,Backend Developer,"Data Analysis, React, HTML, TensorFlow, C++, Git",B.Tech,0
"Backend Developer with 4 years experience. Skilled in Django, Kubernetes, HTML, React, Pandas, AWS, SQL. Education: MCA.",4,Backend Developer,"Django, Kubernetes, HTML, React, Pandas, AWS, SQL",MCA,0
"Machine Learning Engineer with 3 years experience. Skilled in Git, Django, Flask, PyTorch, AWS. Education: MCA.",3,Machine Learning Engineer,"Git, Django, Flask, PyTorch, AWS",MCA,0
"Backend Developer with 1 years experience. Skilled in NumPy, Deep Learning, Django, JavaScript. Education: M.Tech.",1,Backend Developer,"NumPy, Deep Learning, Django, JavaScript",M.Tech,1
"Data Scientist with 0 years experience. Skilled in Git, SQL, JavaScript, Kubernetes, AWS, Deep Learning, Node.js. Education: B.Sc Computer Science.",0,Data Scientist,"Git, SQL, JavaScript, Kubernetes, AWS, Deep Learning, Node.js",B.Sc Computer Science,0
"Backend Developer with 6 years experience. Skilled in Kubernetes, Node.js, TensorFlow, Python, Data Analysis, React, AWS, Git. Education: B.Tech.",6,Backend Developer,"Kubernetes, Node.js, TensorFlow, Python, Data Analysis, React, AWS, Git",B.Tech,1
"Frontend Developer with 7 years experience. Skilled in TensorFlow, Java, React, Data Analysis, Deep Learning. Education: B.Tech.",7,Frontend Developer,"TensorFlow, Java, React, Data Analysis, Deep Learning",B.Tech,0
"Frontend Developer with 0 years experience. Skilled in Java, Flask, Git, Kubernetes, Data Analysis, HTML, TensorFlow, JavaScript. Education: M.Tech.",0,Frontend Developer,"Java, Flask, Git, Kubernetes, Data Analysis, HTML, TensorFlow, JavaScript",M.Tech,0
"Web Developer with 4 years experience. Skilled in CSS, Machine Learning, NumPy, Flask, Java, Django, SQL, Python. Education: B.Sc Computer Science.",4,Web Developer,"CSS, Machine Learning, NumPy, Flask, Java, Django, SQL, Python",B.Sc Computer Science,1
"Data Scientist with 0 years experience. Skilled in React, Data Analysis, CSS, Python, SQL, Kubernetes, HTML, Node.js. Education: M.Tech.",0,Data Scientist,"React, Data Analysis, CSS, Python, SQL, Kubernetes, HTML, Node.js",M.Tech,0
"Web Developer with 1 years experience. Skilled in JavaScript, CSS, Flask, PyTorch, Machine Learning, AWS. Education: BCA.",1,Web Developer,"JavaScript, CSS, Flask, PyTorch, Machine Learning, AWS",BCA,1
"Frontend Developer with 0 years experience. Skilled in AWS, C++, PyTorch, JavaScript. Education: BCA.",0,Frontend Developer,"AWS, C++, PyTorch, JavaScript",BCA,0
"Data Scientist with 2 years experience. Skilled in JavaScript, C++, CSS, Deep Learning, Machine Learning. Education: M.Tech.",2,Data Scientist,"JavaScript, C++, CSS, Deep Learning, Machine Learning",M.Tech,1
"DevOps Engineer with 1 years experience. Skilled in Kubernetes, Pandas, CSS, Deep Learning, JavaScript, Machine Learning. Education: BCA.",1,DevOps Engineer,"Kubernetes, Pandas, CSS, Deep Learning, JavaScript, Machine Learning",BCA,1
"Machine Learning Engineer with 2 years experience. Skilled in Deep Learning, SQL, Kubernetes, PyTorch, Django, Data Analysis, Machine Learning, Java. Education: BCA.",2,Machine Learning Engineer,"Deep Learning, SQL, Kubernetes, PyTorch, Django, Data Analysis, Machine Learning, Java",BCA,0
"Frontend Developer with 7 years experience. Skilled in Java, Flask, NumPy, Python, Node.js, Kubernetes, CSS, Docker. Education: B.Sc Computer Science.",7,Frontend Developer,"Java, Flask, NumPy, Python, Node.js, Kubernetes, CSS, Docker",B.Sc Computer Science,1
"Backend Developer with 5 years experience. Skilled in C++, Python, React, Data Analysis, Java, Django, Kubernetes. Education: B.Sc Computer Science.",5,Backend Developer,"C++, Python, React, Data Analysis, Java, Django, Kubernetes",B.Sc Computer Science,1
"Machine Learning Engineer with 3 years experience. Skilled in Django, Pandas, Machine Learning, NumPy, Data Analysis, Git. Education: B.Sc Computer Science.",3,Machine Learning Engineer,"Django, Pandas, Machine Learning, NumPy, Data Analysis, Git",B.Sc Computer Science,0
"Frontend Developer with 4 years experience. Skilled in Machine Learning, TensorFlow, Git, CSS. Education: MCA.",4,Frontend Developer,"Machine Learning, TensorFlow, Git, CSS",MCA,0
"DevOps Engineer with 1 years experience. Skilled in HTML, Git, C++, Django, AWS. Education: B.Tech.",1,DevOps Engineer,"HTML, Git, C++, Django, AWS",B.Tech,0
"Web Developer with 5 years experience. Skilled in CSS, Data Analysis, Python, Pandas, Kubernetes, NumPy. Education: MCA.",5,Web Developer,"CSS, Data Analysis, Python, Pandas, Kubernetes, NumPy",MCA,1
"Machine Learning Engineer with 0 years experience. Skilled in Flask, Node.js, TensorFlow, Django, HTML, Python. Education: M.Tech.",0,Machine Learning Engineer,"Flask, Node.js, TensorFlow, Django, HTML, Python",M.Tech,0
"Machine Learning Engineer with 2 years experience. Skilled in Pandas, C++, Python, CSS. Education: M.Tech.",2,Machine Learning Engineer,"Pandas, C++, Python, CSS",M.Tech,1
"DevOps Engineer with 7 years experience. Skilled in SQL, Git, PyTorch, C++. Education: B.Sc Computer Science.",7,DevOps Engineer,"SQL, Git, PyTorch, C++",B.Sc Computer Science,0
"DevOps Engineer with 5 years experience. Skilled in C++, Data Analysis, JavaScript, TensorFlow, Deep Learning, Node.js. Education: M.Tech.",5,DevOps Engineer,"C++, Data Analysis, JavaScript, TensorFlow, Deep Learning, Node.js",M.Tech,1
"Web Developer with 4 years experience. Skilled in HTML, Java, Python, Git, C++, NumPy. Education: MCA.",4,Web Developer,"HTML, Java, Python, Git, C++, NumPy",MCA,1
"Machine Learning Engineer with 0 years experience. Skilled in TensorFlow, Machine Learning, NumPy, Git. Education: MCA.",0,Machine Learning Engineer,"TensorFlow, Machine Learning, NumPy, Git",MCA,0
"Data Scientist with 6 years experience. Skilled in Pandas, Kubernetes, Git, Data Analysis, AWS, Deep Learning, Machine Learning, Java. Education: M.Tech.",6,Data Scientist,"Pandas, Kubernetes, Git, Data Analysis, AWS, Deep Learning, Machine Learning, Java",M.Tech,0
"DevOps Engineer with 3 years experience. Skilled in JavaScript, Java, Flask, C++, Django. Education: M.Tech.",3,DevOps Engineer,"JavaScript, Java, Flask, C++, Django",M.Tech,1
"Machine Learning Engineer with 5 years experience. Skilled in Flask, AWS, Kubernetes, PyTorch, Node.js, TensorFlow, Django. Education: B.Tech.",5,Machine Learning Engineer,"Flask, AWS, Kubernetes, PyTorch, Node.js, TensorFlow, Django",B.Tech,0
"Backend Developer with 0 years experience. Skilled in Java, JavaScript, Django, CSS, SQL. Education: B.Sc Computer Science.",0,Backend Developer,"Java, JavaScript, Django, CSS, SQL",B.Sc Computer Science,0
"Data Scientist with 4 years experience. Skilled in CSS, AWS, Git, Node.js, Flask, NumPy, Deep Learning, Machine Learning. Education: BCA.",4,Data Scientist,"CSS, AWS, Git, Node.js, Flask, NumPy, Deep Learning, Machine Learning",BCA,0
"Data Scientist with 0 years experience. Skilled in JavaScript, Machine Learning, Java, HTML, Kubernetes, Node.js, Deep Learning. Education: M.Tech.",0,Data Scientist,"JavaScript, Machine Learning, Java, HTML, Kubernetes, Node.js, Deep Learning",M.Tech,0
"Machine Learning Engineer with 0 years experience. Skilled in Git, HTML, PyTorch, JavaScript, Data Analysis, NumPy, React, Docker. Education: B.Tech.",0,Machine Learning Engineer,"Git, HTML, PyTorch, JavaScript, Data Analysis, NumPy, React, Docker",B.Tech,0
"Data Scientist with 4 years experience. Skilled in Java, Python, Data Analysis, SQL, Docker. Education: MCA.",4,Data Scientist,"Java, Python, Data Analysis, SQL, Docker",MCA,1
"Web Developer with 7 years experience. Skilled in Deep Learning, Machine Learning, Python, JavaScript. Education: BCA.",7,Web Developer,"Deep Learning, Machine Learning, Python, JavaScript",BCA,1
"Data Scientist with 3 years experience. Skilled in Docker, Git, Kubernetes, Deep Learning, Data Analysis, PyTorch. Education: BCA.",3,Data Scientist,"Docker, Git, Kubernetes, Deep Learning, Data Analysis, PyTorch",BCA,0
"Web Developer with 4 years experience. Skilled in React, Node.js, Pandas, TensorFlow, Git, Docker. Education: BCA.",4,Web Developer,"React, Node.js, Pandas, TensorFlow, Git, Docker",BCA,0
"Backend Developer with 0 years experience. Skilled in Node.js, CSS, SQL, Python, PyTorch, Machine Learning, Java, Kubernetes. Education: B.Sc Computer Science.",0,Backend Developer,"Node.js, CSS, SQL, Python, PyTorch, Machine Learning, Java, Kubernetes",B.Sc Computer Science,0
"Data Scientist with 1 years experience. Skilled in HTML, JavaScript, NumPy, Data Analysis, Django, Kubernetes. Education: B.Sc Computer Science.",1,Data Scientist,"HTML, JavaScript, NumPy, Data Analysis, Django, Kubernetes",B.Sc Computer Science,1
"Frontend Developer with 0 years experience. Skilled in CSS, Python, JavaScript, AWS, Deep Learning, TensorFlow, C++. Education: BCA.",0,Frontend Developer,"CSS, Python, JavaScript, AWS, Deep Learning, TensorFlow, C++",BCA,0
"Web Developer with 4 years experience. Skilled in React, CSS, NumPy, HTML, Git. Education: M.Tech.",4,Web Developer,"React, CSS, NumPy, HTML, Git",M.Tech,0
"DevOps Engineer with 5 years experience. Skilled in Git, Java, Machine Learning, SQL, PyTorch. Education: B.Sc Computer Science.",5,DevOps Engineer,"Git, Java, Machine Learning, SQL, PyTorch",B.Sc Computer Science,0
"Backend Developer with 5 years experience. Skilled in Python, Docker, Git, Kubernetes. Education: BCA.",5,Backend Developer,"Python, Docker, Git, Kubernetes",BCA,1
"Backend Developer with 7 years experience. Skilled in Node.js, Git, JavaScript, AWS, C++, Django, Data Analysis. Education: B.Tech.",7,Backend Developer,"Node.js, Git, JavaScript, AWS, C++, Django, Data Analysis",B.Tech,1
"Machine Learning Engineer with 6 years experience. Skilled in Pandas, Data Analysis, NumPy, Django, C++, PyTorch, Deep Learning. Education: B.Tech.",6,Machine Learning Engineer,"Pandas, Data Analysis, NumPy, Django, C++, PyTorch, Deep Learning",B.Tech,0
"DevOps Engineer with 1 years experience. Skilled in Node.js, Docker, Kubernetes, AWS, Flask. Education: MCA.",1,DevOps Engineer,"Node.js, Docker, Kubernetes, AWS, Flask",MCA,0
"Frontend Developer with 0 years experience. Skilled in Java, TensorFlow, JavaScript, CSS, SQL, Pandas, AWS. Education: MCA.",0,Frontend Developer,"Java, TensorFlow, JavaScript, CSS, SQL, Pandas, AWS",MCA,0
"Web Developer with 1 years experience. Skilled in Pandas, React, Docker, CSS, Java, C++, Flask, PyTorch. Education: M.Tech.",1,Web Developer,"Pandas, React, Docker, CSS, Java, C++, Flask, PyTorch",M.Tech,0
"Backend Developer with 1 years experience. Skilled in Node.js, Flask, NumPy, Data Analysis, SQL, Docker, HTML. Education: MCA.",1,Backend Developer,"Node.js, Flask, NumPy, Data Analysis, SQL, Docker, HTML",MCA,0
"Data Scientist with 3 years experience. Skilled in React, Pandas, TensorFlow, Node.js, Java, Kubernetes, SQL. Education: B.Tech.",3,Data Scientist,"React, Pandas, TensorFlow, Node.js, Java, Kubernetes, SQL",B.Tech,0
"Machine Learning Engineer with 1 years experience. Skilled in Java, AWS, NumPy, Python, Django. Education: B.Tech.",1,Machine Learning Engineer,"Java, AWS, NumPy, Python, Django",B.Tech,1
